label,text
Measles,"I have been battling this severe sickness for nearly a week. It started with a high fever, a bad, persistent cough, and constant sniffles. The weirdest symptom was the diarrhea, which I did not expect with a cough. I felt completely drained. Then, three days ago, a red rash started right at my hairline and on my cheeks. Over the ensuing days, the blotchy spots have systematically spread downward, moving from my face to completely cover my neck, chest, and stomach in a thick red blanket."
Diarrhea,"I have a slight headache and my stomach is cramping. Since last night, I've been to the toilet 4 times with loose stools."
Diarrhea,Mild headache and feeling sick to my stomach. The cramps and loose stools started abruptly this afternoon.
Typhoid,"Over the past ten days, my fever has been progressively worsening. My bowel movements have turned into constant watery diarrhea, and I have these light pink dots covering my torso."
Influenza,"I feel awful with this sudden fever and deep muscle pain. My throat has a dry cough. On top of the exhaustion, I have a pounding headache and felt so nauseous I couldn't eat breakfast."
Diarrhea,"My illness started abruptly last night. I am having watery stools 4 times a day with sharp cramps. I am constantly feeling thirsty, queasy, and generally weak."
Dengue,"I have been sick lasting a week now. I have had a continuous high fever and feel like I am burning up day and night. There is an intense ache in my back and severe muscle pain that refuses to go away. I had a spontaneous nosebleed a couple of days ago which worried me. I am dealing with profound fatigue and can barely keep my eyes open. My joints are stiff, and the ongoing joint pain is making my recovery feel incredibly slow and painful."
Typhoid,"The worst is this fever that hasn't gone away for 8 days. I have cramps in my abdomen, I refuse to eat because I have no appetite, and I'm feeling very confused lately."
Measles,"It started 4 days ago with a very high temperature and a hacking cough. I've been suffering from severe fatigue. Yesterday my eyes turned pink and watery. Today, spots that started on my face are spreading down my entire body."
Diarrhea,My stomach is killing me and I've been throwing up since breakfast. The loose stools are uncontrollable and I feel feverish.
Pneumonia,"My teeth are chattering, I have zero energy, and I'm burning up. Since yesterday, I've been gasping for air. My chesty cough is really wet and brings up lots of yellow junk."
Typhoid,"My fever hasn't gone away over the past 5 days and is climbing. I have diarrhea, extreme weakness, and I noticed small pink to red spots on my stomach."
Pneumonia,"I am experiencing a wet chesty cough that produces a lot of yellow phlegm. My breathing is fast and shallow, and I have a raging fever. On top of that, my muscles throb with deep, persistent pain everywhere."
Dengue,"I have been absolutely miserable since yesterday morning. I am stuck with an extremely high fever and am just burning up continuously. My body is aching all over due to a severe generalized muscle pain that prevents me from getting comfortable. I have petechiae and red spots scattered across my torso. My eyes hurt when I move them because of the deep pain behind my eyes. I also feel sick and nauseous, making it very tough to keep any fluids down throughout the day."
Dengue,"The fever hit me sudden and hard, changing everything in an instant. I have a crazy high fever and I am burning up worse than I ever have. My body is aching all over with severe muscle pain that makes me perfectly miserable. I was shocked to see my gums are bleeding when I rinsed my mouth today. I feel extremely sick and nauseous, unable to even look at food. I am just staying in bed with the curtains drawn, praying that my body can fight off this horrible bug."
Influenza,It started 2 days ago with a slight temperature and a dry cough. My muscles are sore all over. I also have a pounding headache that comes and goes. It feels mild but annoying.
Measles,"This nightmare began last Thursday when I suddenly spiked a very high temperature. Along with the fever, I developed a terrible dry cough, a painful sore throat, and a constant runny nose. I was also struggling with severe diarrhea that left me dehydrated. I was miserable for a couple of days before the most alarming symptom started. A blotchy red rash broke out right at my hairline and on my face. Since yesterday, the spots have rapidly spread downward, completely covering my torso and my arms."
